Catalogue_Num,Specimen_Number,Pit,Level_min,Level_max,Drawer,Higher_Classification,Family,Genus,Element,NISP,Details,Notes,Quadrant
41229,27020,1A,35,40,2A9,lizard,,,dentary,1,1L,"tricuspid, open mk",NA
41229,27021,1A,35,40,2A9,lizard,,,dentary,1,1R,tricuspid,NA
41229,27022,1A,35,40,2A9,lizard,,,dentary,1,1R,tricuspid frag,NA
41229,27023,1A,35,40,2A9,lizard,,,dentary,1,1R,"unicuspid frag, open mk, eroded crowns",NA
41229,27024,1A,35,40,2A9,lizard,,,dentary,1,1R,tricuspid frag,NA
41229,27025,1A,35,40,2A9,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27026,1A,35,40,2A9,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27027,1A,35,40,2A9,lizard,,,dentary,1,1R,"tricuspid, open mk",NA
41229,27028,1A,35,40,2A9,lizard,,,dentary,1,1R,"tricuspid, closed mk",NA
41229,27029,1A,35,40,2A9,lizard,,,dentary,1,1R,"closed mk, some unicuspid teeth",NA
41229,27030,1A,35,40,2A9,lizard,,,dentary,1,1R,eroded tooth shaft and crown,NA
41229,27031,1A,35,40,2A9,lizard,,,dentary,1,NA,tricuspid frag,NA
41229,27032,1A,35,40,2A9,lizard,,,femur,1,1L,NA,NA
41229,27033,1A,35,40,2A9,lizard,,,frontal,1,NA,NA,NA
41229,27034,1A,35,40,2A9,lizard,,,frontal,1,NA,NA,NA
41229,27035,1A,35,40,2A9,lizard,,,frontal,1,NA,NA,NA
41229,27036,1A,35,40,2A9,lizard,,,humerus,6,"4L,2R",NA,NA
41229,27037,1A,35,40,2A9,lizard,,,humerus,2,"1L,1R",NA,NA
41229,27038,1A,35,40,2A9,lizard,,,interclavicle,1,NA,t shaped,NA
41229,27039,1A,35,40,2A9,lizard,,,maxilla,1,1R,NA,NA
41229,27040,1A,35,40,2A9,lizard,,,maxilla,1,1L,slightly eroded tooth crowns,NA
41229,27041,1A,35,40,2A9,lizard,,,maxilla,1,1R,tricuspid,NA
41229,27042,1A,35,40,2A9,lizard,,,maxilla,1,1L,tricuspid,NA
41229,27043,1A,35,40,2A9,lizard,,,maxilla,1,1L,NA,NA
41229,27044,1A,35,40,2A9,lizard,,,maxilla,1,1L,weak tricuspid,NA
41229,27045,1A,35,40,2A9,lizard,,,maxilla,1,1L,eroded tooth crowns,NA
41229,27046,1A,35,40,2A9,lizard,,,maxilla,1,1R,tricuspid,NA
41229,27047,1A,35,40,2A9,lizard,,,maxilla,1,1R,eroded tooth crowns,NA
41229,27048,1A,35,40,2A9,lizard,,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27049,1A,35,40,2A9,lizard,,,maxilla,1,1R,tricuspid,NA
41229,27050,1A,35,40,2A9,lizard,,,maxilla,1,1R,"tricuspid, brown color",NA
41229,27051,1A,35,40,2A9,lizard,,,maxilla,1,1R,small size,NA
41229,27052,1A,35,40,2A9,lizard,,,maxilla,1,1R,tricuspid,NA
41229,27053,1A,35,40,2A9,lizard,,,parietal,1,NA,NA,NA
41229,27054,1A,35,40,2A9,lizard,,,parietal,1,NA,NA,NA
41229,27055,1A,35,40,2A9,lizard,,,parietal,1,NA,NA,NA
41229,27056,1A,35,40,2A9,lizard,,,pelvis,1,1L,NA,NA
41229,27057,1A,35,40,2A9,lizard,,,pelvis,1,NA,pubis,NA
41229,27058,1A,35,40,2A9,lizard,,,quadrate,1,1L,NA,NA
41229,27059,1A,35,40,2A9,lizard,,,quadrate,1,1R,NA,NA
41229,27060,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1L,NA,NA
41229,27061,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1L,NA,NA
41229,27062,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1L,NA,NA
41229,27063,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27064,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27065,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27066,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27067,1A,35,40,2A9,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27068,1A,35,40,2A9,lizard,,,surangular_articular,1,1L,NA,NA
41229,27069,1A,35,40,2A9,lizard,,,surangular_articular,1,1R,NA,NA
41229,27070,1A,35,40,2A9,lizard,,,surangular_articular,1,1R,NA,NA
41229,27071,1A,35,40,2A9,lizard,,,surangular_articular,1,1R,NA,NA
41229,27072,1A,35,40,2A9,lizard,,,maxilla,1,1R,"tricuspid, wide teeth, jugal ridge",NA
41229,27073,1A,35,40,2A9,lizard,,,maxilla,1,NA,"tricuspid, wide teeth,fragment",NA
41229,27074,1A,35,40,2A9,lizard,,,vertebra,4,NA,NA,NA
41229,27075,1A,35,40,2A9,lizard,,,vertebra,1,NA,NA,NA
41229,27076,1A,35,40,2A9,lizard,,,vertebra,24,NA,NA,NA
41229,27077,1A,35,40,2A9,lizard,,,vertebra,1,NA,NA,NA
41229,27078,1B,35,40,2A9,lizard,,,coronoid,1,1R,NA,NA
41229,27079,1B,35,40,2A9,lizard,,,coronoid,1,1R,NA,NA
41229,27080,1B,35,40,2A9,lizard,,,frontal,1,NA,NA,NA
41229,27081,1B,35,40,2A9,lizard,,,surangular_articular,1,NA,NA,NA
41229,27082,1B,35,40,2A9,lizard,,,tibia,1,NA,NA,NA
41229,27083,1B,35,40,2A9,lizard,,,vertebra,1,NA,NA,NA
41229,27084,1,40,45,2A10,lizard,,,pelvis,1,1L,NA,NA
41229,27085,1A,40,45,2A10,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27086,1A,40,45,2A10,lizard,,,frontal,1,NA,NA,NA
41229,27087,1A,40,45,2A10,lizard,,,frontal,1,NA,NA,NA
41229,27088,1A,40,45,2A10,lizard,,,humerus,1,1L,NA,NA
41229,27089,1A,40,45,2A10,lizard,,,longbones,1,NA,NA,NA
41229,27090,1A,40,45,2A10,lizard,,,maxilla,1,1R,eroded tooth shaft and crown,NA
41229,27091,1A,40,45,2A10,lizard,,,maxilla,1,1L,bicuspid,NA
41229,27092,1A,40,45,2A10,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27093,1A,40,45,2A10,lizard,,,pterygoid,1,1R,NA,NA
41229,27094,1A,40,45,2A10,lizard,,,surangular_articular,1,1R,wide spatulate reto art process,NA
41229,27095,1A,40,45,2A10,lizard,,,vertebra,2,NA,NA,NA
41229,27096,1B,40,45,2A10,lizard,,,dentary,1,1L,"tricuspid, slightly eroded teeth",NA
41229,27097,1,45,50,2A11,lizard,,,coronoid,1,1L,NA,NA
41229,27098,1,45,50,2A11,lizard,,,dentary,1,1L,"unicuspid frag, open mk",NA
41229,27099,1,45,50,2A11,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27100,1,45,50,2A11,lizard,,,dentary,1,1L,"eroded tooth crowns, closed mk",NA
41229,27101,1,45,50,2A11,lizard,,,dentary,1,1L,tricuspid,NA
41229,27102,1,45,50,2A11,lizard,,,dentary,1,1R,eroded tooth crowns,NA
41229,27103,1,45,50,2A11,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27104,1,45,50,2A11,lizard,,,dentary,1,1R,eroded tooth crowns,NA
41229,27105,1,45,50,2A11,lizard,,,dentary,1,1L,eroded tooth shaft and crown,NA
41229,27106,1,45,50,2A11,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27107,1,45,50,2A11,lizard,,,frontal,1,NA,NA,NA
41229,27108,1,45,50,2A11,lizard,,,frontal,1,NA,NA,NA
41229,27109,1,45,50,2A11,lizard,,,frontal,1,NA,NA,NA
41229,27110,1,45,50,2A11,lizard,,,longbones,1,NA,NA,NA
41229,27111,1,45,50,2A11,lizard,,,maxilla,1,1L,tricuspid,NA
41229,27112,1,45,50,2A11,lizard,,,maxilla,1,1L,tricuspid,NA
41229,27113,1,45,50,2A11,lizard,,,maxilla,1,1L,"tricuspid, holes in facial process",NA
41229,27114,1,45,50,2A11,lizard,,,maxilla,1,1L,missing crowns,NA
41229,27115,1,45,50,2A11,lizard,,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27116,1,45,50,2A11,lizard,,,maxilla,1,1R,"missing crowns, parrallel palatine pr.",NA
41229,27117,1,45,50,2A11,lizard,,,maxilla,1,1R,tricuspid,NA
41229,27118,1,45,50,2A11,lizard,,,maxilla,1,1R,eroded tooth shaft and crown,NA
41229,27119,1,45,50,2A11,lizard,,,braincase,1,1R,otooccipital,NA
41229,27120,1,45,50,2A11,lizard,,,parietal,1,NA,NA,NA
41229,27121,1,45,50,2A11,lizard,,,parietal,1,NA,NA,NA
41229,27122,1,45,50,2A11,lizard,,,pelvis,1,1R,NA,NA
41229,27123,1,45,50,2A11,lizard,,,pterygoid,1,1L,distinct sphenoid pr.,NA
41229,27124,1,45,50,2A11,lizard,,,quadrate,1,1L,deep conch,NA
41229,27125,1,45,50,2A11,lizard,,,scapulocorocoid,1,1L,NA,NA
41229,27126,1,45,50,2A11,lizard,,,scapulocorocoid,1,1L,NA,NA
41229,27127,1,45,50,2A11,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27129,1,45,50,2A11,lizard,,,surangular,1,1R,NA,NA
41229,27130,1,45,50,2A11,lizard,,,tibia,1,NA,NA,NA
41229,27131,1,45,50,2A11,lizard,,,vertebra,6,NA,NA,NA
41229,27132,1,45,50,2A11,lizard,,,vertebra,1,NA,NA,NA
41229,27134,1A,45,50,2A11,lizard,,,dentary,1,1L,"unicuspid, tubercles, open mk",NA
41229,27135,1A,45,50,2A11,lizard,,,dentary,1,1R,"unicuspid, tubercles, open mk",NA
41229,27136,1A,45,50,2A11,lizard,,,dentary,1,1L,tricuspid,NA
41229,27137,1A,45,50,2A11,lizard,,,dentary,1,1L,"weak tricuspid, fused mk",NA
41229,27138,1A,45,50,2A11,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27139,1A,45,50,2A11,lizard,,,humerus,1,1L,NA,NA
41229,27140,1A,45,50,2A11,lizard,,,longbones,1,NA,NA,NA
41229,27141,1A,45,50,2A11,lizard,,,maxilla,1,1L,"unicuspid, red color, slightly eroded crowns, bifircated posterior pr.",NA
41229,27142,1A,45,50,2A11,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27143,1A,45,50,2A11,lizard,,,maxilla,1,1L,tricuspid,NA
41229,27144,1A,45,50,2A11,lizard,,,pterygoid,1,1R,NA,NA
41229,27145,1A,45,50,2A11,lizard,,,vertebra,4,NA,NA,NA
41229,27146,1E,45,50,2A11,lizard,,,dentary,1,1L,"tricuspid, closed mk",NA
41229,27147,1E,45,50,2A11,lizard,,,frontal,1,NA,NA,NA
41229,27148,1E,45,50,2A11,lizard,,,parietal,1,NA,sculpturing present,NA
41229,27149,1B,45,50,2A12,lizard,,,vertebra,1,NA,NA,NA
41229,27150,1E,45,50,2A12,lizard,,,dentary,1,1L,eroded tooth shaft and crown,NA
41229,27151,1E,45,50,2A12,lizard,,,dentary,1,1L,tricuspid frag,NA
41229,27152,1E,45,50,2A12,lizard,,,dentary,1,1L,tricuspid frag,NA
41229,27153,1E,45,50,2A12,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27154,1E,45,50,2A12,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27155,1E,45,50,2A12,lizard,,,dentary,1,1R,tricuspid,NA
41229,27156,1E,45,50,2A12,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27157,1E,45,50,2A12,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27158,1E,45,50,2A12,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27159,1E,45,50,2A12,lizard,,,dentary,1,1R,"tricuspid, slightly eroded teeth, bone, and crowns",NA
41229,27160,1E,45,50,2A12,lizard,,,dentary,1,1R,"tricuspid, closed mk",NA
41229,27161,1E,45,50,2A12,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27162,1E,45,50,2A12,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27163,1E,45,50,2A12,lizard,,,maxilla,1,1R,eroded tooth crowns,NA
41229,27164,1E,45,50,2A12,lizard,,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27167,1,50,55,2A13,lizard,,,dentary,1,1R,"unicuspid, tubercles, open mk",NA
41229,27168,1,50,55,2A13,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27169,1,50,55,2A13,lizard,,,osteoderm,1,NA,NA,NA
41229,27170,1,50,55,2A13,lizard,,,frontal,1,1L,NA,NA
41229,27171,1,50,55,2A13,lizard,,,parietal,1,NA,NA,NA
41229,27172,1,50,55,2A13,lizard,,,vertebra,3,NA,NA,NA
41229,27173,1A,50,55,2A13,lizard,,,frontal,1,NA,NA,NA
41229,27174,1A,50,55,2A13,lizard,,,vertebra,2,NA,NA,NA
41229,27175,1B,50,55,2A13,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, part of splenial",NA
41229,27176,1B,50,55,2A13,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns, closed mk",NA
41229,27177,1B,50,55,2A13,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns, closed mk",NA
41229,27178,1B,50,55,2A13,lizard,,,humerus,1,1L,NA,NA
41229,27179,1B,50,55,2A13,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27180,1B,50,55,2A13,lizard,,,pelvis,1,1R,NA,NA
41229,27181,1B,50,55,2A13,lizard,,,pterygoid,1,1L,NA,NA
41229,27182,1B,50,55,2A13,lizard,,,vertebra,3,NA,NA,NA
41229,27183,1,55,60,2A14,lizard,,,frontal,1,NA,NA,NA
41229,27184,1,55,60,2A14,lizard,,,humerus,1,NA,large,NA
41229,27185,1,55,60,2A14,lizard,,,humerus,1,NA,small,NA
41229,27186,1,55,60,2A14,lizard,,,longbones,1,NA,NA,NA
41229,27187,1,55,60,2A14,lizard,,,pelvis,1,1R,NA,NA
41229,27188,1,55,60,2A14,lizard,,,postorbital,1,1R,NA,NA
41229,27189,1,55,60,2A14,lizard,,,vertebra,4,NA,NA,NA
41229,27190,1A,55,60,2A14,lizard,,,coronoid,1,1R,NA,NA
41229,27191,1A,55,60,2A14,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27192,1A,55,60,2A14,lizard,,,dentary,1,1R,"unicuspid frag,  eroded crowns, teeth, and bone",NA
41229,27193,1A,55,60,2A14,lizard,,,frontal,1,1L,NA,NA
41229,27194,1A,55,60,2A14,lizard,,,humerus,1,NA,NA,NA
41229,27195,1A,55,60,2A14,lizard,,,maxilla,1,1R,missing crowns,NA
41229,27196,1A,55,60,2A14,lizard,,,vertebra,5,NA,NA,NA
41229,27197,1B,55,60,2A14,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, closed mk",NA
41229,27198,1B,55,60,2A14,lizard,,,frontal,1,NA,NA,NA
41229,27199,1B,55,60,2A14,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27200,1B,55,60,2A14,lizard,,,pelvis,1,1L,NA,NA
41229,27201,1B,55,60,2A14,lizard,,,vertebra,2,NA,NA,NA
41229,27202,1E,55,60,2A14,lizard,,,frontal,1,NA,NA,NA
41229,27203,1E,55,60,2A14,lizard,,,frontal,1,NA,eroded bone,NA
41229,27204,1E,55,60,2A14,lizard,,,tibia,1,NA,NA,NA
41229,27205,1E,55,60,2A14,lizard,,,prefrontal,1,1L,NA,NA
41229,27206,1E,55,60,2A14,lizard,,,vertebra,3,NA,NA,NA
41229,27207,1,60,65,2A15,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27208,1,60,65,2A15,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27209,1,60,65,2A15,lizard,,,femur,1,NA,NA,NA
41229,27210,1,60,65,2A15,lizard,,,interclavicle,1,NA,t shaped,NA
41229,27211,1,60,65,2A15,lizard,,,longbones,1,NA,NA,NA
41229,27212,1,60,65,2A15,lizard,,,maxilla,1,1R,"unicuspid, striated teeth",NA
41229,27213,1,60,65,2A15,lizard,,,pelvis,1,1L,NA,NA
41229,27214,1,60,65,2A15,lizard,,,pelvis,1,NA,fragment,NA
41229,27215,1,60,65,2A15,lizard,,,prefrontal,1,1L,NA,NA
41229,27216,1,60,65,2A15,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27217,1,60,65,2A15,lizard,,,vertebra,3,NA,NA,NA
41229,27218,1A,60,65,2A15,lizard,,,frontal,1,NA,NA,NA
41229,27219,1A,60,65,2A15,lizard,,,frontal,1,NA,NA,NA
41229,27220,1A,60,65,2A15,lizard,,,radius,1,NA,NA,NA
41229,27221,1A,60,65,2A15,lizard,,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27222,1A,60,65,2A15,lizard,,,parietal,1,NA,long horn with small middle horn,NA
41229,27223,1A,60,65,2A15,lizard,,,prefrontal,1,1R,NA,NA
41229,27224,1A,60,65,2A15,lizard,,,parietal,1,NA,fragment,NA
41229,27225,1A,60,65,2A15,lizard,,,squamosal,1,1R,NA,NA
41229,27226,1A,60,65,2A15,lizard,,,vertebra,3,NA,NA,NA
41229,27227,1B,60,65,2A15,lizard,,,dentary,1,1R,tricuspid frag,NA
41229,27228,1B,60,65,2A15,lizard,,,dentary,1,1R,"missing crowns, with splenial",NA
41229,27229,1B,60,65,2A15,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27230,1B,60,65,2A15,lizard,,,frontal,1,NA,NA,NA
41229,27231,1B,60,65,2A15,lizard,,,frontal,1,NA,NA,NA
41229,27232,1B,60,65,2A15,lizard,,,vertebra,3,NA,NA,NA
41229,27233,1C,60,65,2A15,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27234,1C,60,65,2A15,lizard,,,femur,1,NA,NA,NA
41229,27235,1C,60,65,2A15,lizard,,,frontal,1,NA,NA,NA
41229,27236,1C,60,65,2A15,lizard,,,frontal,1,NA,NA,NA
41229,27237,1C,60,65,2A15,lizard,,,frontal,1,NA,NA,NA
41229,27238,1C,60,65,2A15,lizard,,,maxilla,1,1R,unicuspid,NA
41229,27239,1C,60,65,2A15,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27240,1C,60,65,2A15,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27241,1C,60,65,2A15,lizard,,,maxilla,1,1L,"wide teeth, tricuspid, slightly eroded crowns",NA
41229,27242,1C,60,65,2A15,lizard,,,pelvis,1,1L,NA,NA
41229,27243,1C,60,65,2A15,lizard,,,pelvis,1,1R,NA,NA
41229,27244,1C,60,65,2A15,lizard,,,scapulocorocoid,1,1L,NA,NA
41229,27245,1C,60,65,2A15,lizard,,,braincase,1,NA,sphenoid,NA
41229,27246,1C,60,65,2A15,lizard,,,surangular_articular,1,1R,NA,NA
41229,27247,1C,60,65,2A15,lizard,,,vertebra,5,NA,NA,NA
41229,27248,1,65,70,2A16,lizard,,,femur,1,NA,NA,NA
41229,27249,1,65,70,2A16,lizard,,,longbones,1,NA,NA,NA
41229,27250,1,65,70,2A16,lizard,,,pelvis,1,1L,NA,NA
41229,27251,1,65,70,2A16,lizard,,,pelvis,1,1R,NA,NA
41229,27252,1,65,70,2A16,lizard,,,prefrontal,1,1L,NA,NA
41229,27253,1,65,70,2A16,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27254,1,65,70,2A16,lizard,,,ulna,1,NA,NA,NA
41229,27255,1,65,70,2A16,lizard,,,vertebra,18,NA,NA,NA
41229,27256,1A,65,70,2A16,lizard,,,dentary,1,1R,"unicuspid, tubercles, open mk",NA
41229,27257,1A,65,70,2A16,lizard,,,frontal,1,1R,NA,NA
41229,27258,1A,65,70,2A16,lizard,,,frontal,1,NA,NA,NA
41229,27259,1A,65,70,2A16,lizard,,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27260,1A,65,70,2A16,lizard,,,vertebra,2,NA,NA,NA
41229,27261,1B,65,70,2A16,lizard,,,dentary,1,1R,eroded tooth shaft and crown,NA
41229,27262,1B,65,70,2A16,lizard,,,frontal,1,NA,NA,NA
41229,27263,1B,65,70,2A16,lizard,,,frontal,1,NA,NA,NA
41229,27264,1B,65,70,2A16,lizard,,,parietal,1,NA,NA,NA
41229,27265,1B,65,70,2A16,lizard,,,pelvis,1,1R,NA,NA
41229,27266,1B,65,70,2A16,lizard,,,vertebra,1,NA,NA,NA
41229,27267,1C,65,70,2A16,lizard,,,dentary,1,1L,"unicuspid, striated teeth",NA
41229,27268,1C,65,70,2A16,lizard,,,dentary,1,1R,tricuspid ant. frag,NA
41229,27269,1C,65,70,2A16,lizard,,,dentary,1,1R,"bicuspid, some erodrd crowns",NA
41229,27270,1C,65,70,2A16,lizard,,,frontal,1,NA,sculpting,NA
41229,27271,1C,65,70,2A16,lizard,,,frontal,1,NA,NA,NA
41229,27272,1C,65,70,2A16,lizard,,,frontal,1,NA,NA,NA
41229,27273,1C,65,70,2A16,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27274,1C,65,70,2A16,lizard,,,maxilla,1,1R,missing crowns,NA
41229,27275,1C,65,70,2A16,lizard,,,pelvis,1,1L,NA,NA
41229,27276,1C,65,70,2A16,lizard,,,pelvis,1,1R,NA,NA
41229,27277,1C,65,70,2A16,lizard,,,vertebra,14,NA,NA,NA
41229,27278,1D,65,70,2A16,lizard,,,dentary,1,1L,"tricuspid, closed mk",NA
41229,27279,1D,65,70,2A16,lizard,,,femur,1,NA,NA,NA
41229,27280,1D,65,70,2A16,lizard,,,frontal,1,NA,NA,NA
41229,27281,1D,65,70,2A16,lizard,,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27282,1D,65,70,2A16,lizard,,,osteoderm,2,NA,NA,NA
41229,27283,1D,65,70,2A16,lizard,,,parietal,1,NA,NA,NA
41229,27284,1D,65,70,2A16,lizard,,,vertebra,4,NA,NA,NA
41229,27285,1D,65,70,2A16,lizard,,,vertebra,2,NA,NA,NA
41229,27286,1,70,75,2B2,lizard,,,frontal,1,NA,NA,NA
41229,27287,1,70,75,2B2,lizard,,,frontal,1,NA,NA,NA
41229,27288,1,70,75,2B2,lizard,,,humerus,1,1L,NA,NA
41229,27289,1,70,75,2B2,lizard,,,maxilla,1,1R,NA,NA
41229,27290,1,70,75,2B2,lizard,,,maxilla,1,1R,"unicuspid, striated teeth",NA
41229,27291,1,70,75,2B2,lizard,,,pelvis,1,1R,NA,NA
41229,27292,1,70,75,2B2,lizard,,,vertebra,5,NA,NA,NA
41229,27293,1A,70,75,2B2,lizard,,,dentary,1,1R,open mk,NA
41229,27294,1A,70,75,2B2,lizard,,,dentary,1,1R,"tricuspid, closed mk",NA
41229,27295,1A,70,75,2B2,lizard,,,femur,1,NA,NA,NA
41229,27296,1A,70,75,2B2,lizard,,,frontal,1,1R,NA,NA
41229,27297,1A,70,75,2B2,lizard,,,frontal,1,NA,mid frag,NA
41229,27298,1A,70,75,2B2,lizard,,,frontal,1,NA,NA,NA
41229,27299,1A,70,75,2B2,lizard,,,frontal,1,NA,NA,NA
41229,27300,1A,70,75,2B2,lizard,,,humerus,1,1L,NA,NA
41229,27301,1A,70,75,2B2,lizard,,,humerus,1,NA,NA,NA
41229,27302,1A,70,75,2B2,lizard,,,parietal,1,NA,NA,NA
41229,27303,1A,70,75,2B2,lizard,,,pelvis,1,1L,NA,NA
41229,27304,1A,70,75,2B2,lizard,,,pterygoid,1,1R,NA,NA
41229,27305,1A,70,75,2B2,lizard,,,ribs,1,NA,NA,NA
41229,27306,1A,70,75,2B2,lizard,,,scapulocorocoid,1,1R,NA,NA
41229,27307,1A,70,75,2B2,lizard,,,surangular_articular,1,1R,NA,NA
41229,27308,1A,70,75,2B2,lizard,,,vertebra,9,NA,NA,NA
41229,27309,1A,70,75,2B2,lizard,,,vertebra,2,NA,NA,NA
41229,27310,1B,70,75,2B2,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",NA
41229,27311,1B,70,75,2B2,lizard,,,pelvis,1,1L,NA,NA
41229,27312,1B,70,75,2B2,lizard,,,vertebra,2,NA,NA,NA
41229,27313,1D,70,75,2B1,lizard,,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",NA
41229,27314,1D,70,75,2B1,lizard,,,frontal,1,NA,NA,NA
41229,27315,1D,70,75,2B1,lizard,,,humerus,1,1L,NA,NA
41229,27316,1D,70,75,2B1,lizard,,,maxilla,1,1R,tricuspid,NA
41229,27317,1D,70,75,2B1,lizard,,,parietal,1,NA,NA,NA
41229,27318,1D,70,75,2B1,lizard,,,pelvis,1,1L,NA,NA
41229,27319,1D,70,75,2B1,lizard,,,prefrontal,1,1L,NA,NA
41229,27320,1D,70,75,2B1,lizard,,,vertebra,1,NA,NA,NA
41229,27321,1D,70,75,2B1,lizard,,,vertebra,1,NA,NA,NA
41229,27322,1,75,80,2B4,lizard,,,coronoid,1,1L,NA,NA
41229,27323,1,75,80,2B4,lizard,,,dentary,1,1L,tricuspid,NA
41229,27324,1,75,80,2B4,lizard,,,dentary,1,1R,eroded tooth shaft and crown,NA
41229,27325,1,75,80,2B4,lizard,,,frontal,1,NA,moderate tubercles,NA
41229,27326,1,75,80,2B4,lizard,,,frontal,1,NA,NA,NA
41229,27327,1,75,80,2B4,lizard,,,interclavicle,1,NA,t shaped,NA
41229,27328,1,75,80,2B4,lizard,,,longbones,1,NA,NA,NA
41229,27329,1,75,80,2B4,lizard,,,maxilla,1,1L,NA,NA
41229,27330,1,75,80,2B4,lizard,,,maxilla,1,1R,"bicuspid, 1 tricuspid",NA
41229,27331,1,75,80,2B4,lizard,,,maxilla,1,1R,peg-like teeth,NA
41229,27332,1,75,80,2B4,lizard,,,osteoderm,1,NA,NA,NA
41229,27333,1,75,80,2B4,lizard,,,pelvis,1,1R,NA,NA
41229,27334,1,75,80,2B4,lizard,,,vertebra,5,NA,NA,NA
41229,27335,1,75,80,2B4,lizard,,,vertebra,1,NA,NA,NA
41229,27336,1A,75,80,2B4,lizard,,,frontal,1,NA,NA,NA
41229,27337,1A,75,80,2B4,lizard,,,humerus,1,1L,NA,NA
41229,27338,1A,75,80,2B4,lizard,,,parietal,1,NA,fragment,NA
41229,27339,1A,75,80,2B4,lizard,,,surangular,1,1R,NA,NA
41229,27340,1A,75,80,2B4,lizard,,,vertebra,17,NA,NA,NA
41229,27341,1B,75,80,2B4,lizard,,,coronoid,1,1L,NA,NA
41229,27342,1B,75,80,2B4,lizard,,,dentary,1,1L,"tricuspid, breccia attached",NA
41229,27343,1B,75,80,2B4,lizard,,,frontal,1,NA,NA,NA
41229,27344,1B,75,80,2B4,lizard,,,humerus,1,1R,NA,NA
41229,27345,1B,75,80,2B4,lizard,,,maxilla,1,1L,"bicuspid, 1 tricuspid",NA
41229,27346,1B,75,80,2B4,lizard,,,postorbital,1,1R,NA,NA
41229,27347,1B,75,80,2B4,lizard,,,frontal,1,1R,NA,NA
41229,27348,1B,75,80,2B4,lizard,,,postorbital,1,1L,NA,NA
